star,date,Name,Review Like,Review Text
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 13, 2018",Farhan Hassan,46,"They STEALS personal informations like private sms. Up until this moment, I was proud of Pathao which a giant tech company in BD. Now I doubt their very motive about their service. I don't know whether their true business is to sell ride share sharing service or selling our personal data. Informatio...Full ReviewThey STEALS personal informations like private sms. Up until this moment, I was proud of Pathao which a giant tech company in BD. Now I doubt their very motive about their service. I don't know whether their true business is to sell ride share sharing service or selling our personal data. Information they took from us can be easily used to hack our other information. I hoped that it could be a great app despite its bugs. But guess I'm wrong!!"
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 12, 2018",ART,60,I have been using 'Pathao' for more than last 6 months. Recently I came to know that they are stealing user's personal information secretly without prior knowledge of the user. I didn't want to give any star to this  app. This app should be banned so that in future all app developers should be respe...Full ReviewI have been using 'Pathao' for more than last 6 months. Recently I came to know that they are stealing user's personal information secretly without prior knowledge of the user. I didn't want to give any star to this  app. This app should be banned so that in future all app developers should be respectful and honor their user & user's private information.
"<div aria-label=""Rated 2 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 14, 2018",Khandoker Abdullah,8,"is that true that you guys are stealing sms info? there's not much of act in BD so no one might be able to sue you but still... isn't 700crore ৳ enough? be happy with that what are you going to do with texts like ""sapnu puas"" :v adios!"
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 11, 2018",Sakib Anowar,46,Reason for 1 star is basically the quality of drivers. I am a regular user of pathao. Most of the drivers take long routes to charge more. Also when i say about that they don't listen. Moreover i never misbehave with any of pathao drivers. Use accurate pick point and destination. 2 of pathao drivers...Full ReviewReason for 1 star is basically the quality of drivers. I am a regular user of pathao. Most of the drivers take long routes to charge more. Also when i say about that they don't listen. Moreover i never misbehave with any of pathao drivers. Use accurate pick point and destination. 2 of pathao drivers told me to move forward from the pick point. I was late for 2 minutes.. cause i am human. Right? I cant teleport myself... there was no reason to rate me negatively. But they did. Now my rating is 96% without doing anything wrong. Although I paid more then i supposed to. I'll think about other alternatives now...as soon as possible i'll stop using pathao. Thanks.
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 15, 2018",Tamzid Khan,2,First you guys steal. Then you are arrogant enough to say that you were right in doing so. Let me ask you this. Did I ask you to keep my data safe? Did I chose you for that service?? You are just lucky this is Bangladesh. Otherwise you would have gotten your ass sued.
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 11, 2018",Piyal Rifat,22,"Clearly pathao is stealing sms and personal information from the Android users. How would storing my sms in pathao's server help with its service. In iOS where security is tight, the only permission pathao asks for is location. Because of Android's weak security pathao is stealing all of our persona...Full ReviewClearly pathao is stealing sms and personal information from the Android users. How would storing my sms in pathao's server help with its service. In iOS where security is tight, the only permission pathao asks for is location. Because of Android's weak security pathao is stealing all of our personal data. A shame really I used to love pathao. Stay away from the local apps as much as possible."
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 10, 2018",Shoaib Muhammad,142,"Thief!! You just hack users Private SMS, Photo,Contact lists,Phones Documents!! Google play Should Ban it fromnplay Stores. Legal Steps should be taken by Government..."
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 9, 2018",Wasif Khan,80,"I was pissed when I saw that you guys were transferring completely unrelated info like personal messages and contact information from your users' phone. You have nothing to use those for the services that you advertise to provide. Now you could have stepped up to the plate and owned your mistakes. C...Full ReviewI was pissed when I saw that you guys were transferring completely unrelated info like personal messages and contact information from your users' phone. You have nothing to use those for the services that you advertise to provide. Now you could have stepped up to the plate and owned your mistakes. Could have said that you were sorry for such a blatant breach in privacy and rolled out an update which does not steal information. Did you do that? Of course not. You issued a statement which DEFENDS what you did and cried about ""some very bad people"" who are envious of your ""success"". Try to understand that no one gives you the permission to transfer their messages to your servers. Accessing messages and contacts does not mean stealing those.  Good riddance to Pathao. Can now put those MBs to some better use."
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 15, 2018 November 15, 2018",sahadat chy Pathao Inc,1,15.11.18 Todays experience is more then worst. Dear Pathao authority pls appoint some qualified rider otherwise you can't survive in Bangladesh.
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 18, 2018",Zonayat Hossain,0,"Pathao store our personal sensitive data live message, contacts to their servers with out storing permission. They said they will sorte data to givs us safety but how can they givs us safety by stealing our data?"
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 16, 2018",Mohammad Sajibul Hasan Chowdhury.,2,You should have aware about the users privacy. don't steal them. and also fix the gps problem. very disgusting. all the day it keeps loading 😑
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 14, 2018",Zahid Hasan,4,Can you give me my SMS you've stollen before? I just reseted my phone but forgot to take backup :(
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 9, 2018",Sajib Rahman,183,breaks user's privacy by uploading whole contact list and entire sms to it's server without having authorization. play store should remove this app for breaching its illegal breach of user data.
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 13, 2018",MD Abul Kashem,8,"Useless app. Price vary from during pic up time and after reach destination time without any reason, although the road same as well as no traffic. Also show wrong path"
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 10, 2018",Md Salauddin,68,"Digital Thief, This app is stealing user data SMS and Full Contact List!! Its totally illigal and Google should take necessary step for this kind of digital thief!"
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 12, 2018 November 12, 2018",Akhtaruzzaman Ashik Pathao Inc,13,"Collecting private informations for business purposes are very bad practice. And, then showing lame logic like 'For Women's Safety Reason' from Pathao forced me to uninstall the app."
"<div aria-label=""Rated 5 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div></div>","November 13, 2018",Mr Perfect,2,"I guess this apps a good apps. Somebody said this is a hacking based apps. But I don't think soo. Because, who complain about this, he told me this apps hack everything in my phone. But when I checked the apps permission, this apps have permission only my location and and my SMS. Then how to It hack...Full ReviewI guess this apps a good apps. Somebody said this is a hacking based apps. But I don't think soo. Because, who complain about this, he told me this apps hack everything in my phone. But when I checked the apps permission, this apps have permission only my location and and my SMS. Then how to It hack my Phone storage? Please clear me this anybody."
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 9, 2018",LORDE 2729,82,Hack of privacy. What do u do with private text messages? Besides I complained about a trip and I was not contacted or given any sort of communicated assurance
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 10, 2018",Mr. Logo,41,"Steal and store users data without letting them know. Yes, we've allowed this app to access phonebook. Like uber. Cause uber allows to call ride for anyone from contact. But this app took phonebook access without any reason. There's no feature like this which require phonebook read access. And also,...Full ReviewSteal and store users data without letting them know. Yes, we've allowed this app to access phonebook. Like uber. Cause uber allows to call ride for anyone from contact. But this app took phonebook access without any reason. There's no feature like this which require phonebook read access. And also, WE GAVE ACCESS TO READ PHONEBOOK, BUT NOT TO STORE OUR PHONEBOOK AND MESSAGES TO YOUR SERVER. It has been proved after testing the get and post request. Cheater."
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 10, 2018",sakib hossain,41,"They are stealing our private information such as message, contracts etc😡. Not secure enough. Very disappointing indeed. Need to take some actions against it.😏"
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 9, 2018",Mustaq Amit,53,"They are deposited customers private sms, contract list, photo and another data by access in customers phone. They are cheating by stealing customers private information."
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 10, 2018",ЯOCӃY,27,"You guys are stealing our personal information like all the SMS,All my contacts,My hardware specifications.You actually don't need these informations but still you're stealing these.Not going to use your App anymore"
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 9, 2018",AR Sabuj,25,"They take entrance into people's private messages and contact list. Also They are saving these private messages on their servers. Don't trust them, use it at ur own risk."
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 13, 2018",Zayed Mohammad,5,They steal user information such as all messages and contacts. Stores users message and contacts to their server. They are caught red hand. Google should take steps and remove this thief from play store for good.
"<div aria-label=""Rated 4 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 13, 2018 November 13, 2018",Asgar Azwad Pathao Inc,94,"Very good app and a very good idea, but maintenance is very bad, and therefore has performance issues everyday. Moreover, the intrusive ads and notifications make it worse."
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 9, 2018",Ahmed Robin,55,They are rated thief who stole user accounts information without prior notice and sell those personal data. They should be punished and everybody should abandon them do that they can pay the price.
"<div aria-label=""Rated 5 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div></div>","November 10, 2018 November 11, 2018",Shafikul Islam Pathao Inc,8,Pathao is the inspiration for Bangladeshi entrepreneurs. I hope pathao will overcome this inconvenience and made us proud again
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 9, 2018",Tarek Ahmed,29,"Whatever you did with us, never expected anything like this from pathao. remember you're here just because of us. And you're playing with our privacy? Goodbye pathao! Uninstalled!"
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 10, 2018",Minar Hasan,28,This app should be taken down from play store. Breaching users privacy from every level. Taking users personal information and storing it on their server for selling and manipulating purpose.
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 9, 2018",morichika rahman,68,"They take entrance into people's private messages and contact list. don't trust them,use it at ur own risk"
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 13, 2018",Ahad Bin Zahid,12,They are saving repeatedly users personal sms and phone book in their server. This is just a crime and negative issue for someones privacy...
"<div aria-label=""Rated 5 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div></div>","November 10, 2018 November 11, 2018",Anirban Roy Pathao Inc,7,"Recently this app reported by few group of people, who are actually biased by uber. This is a great app and start up from Bangladesh. Good wishes pathao !"
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 11, 2018",A Google user,3,"Taking 20% of payment, why still stealing people's data? Why does a ride sharing company need personal messages and contact? why upload those to your server? Cheaterss!"
